,Unnamed: 0,country,description,designation,points,price,province,region_1,region_2,taster_name,taster_twitter_handle,title,variety,winery,Wine Year
4872,4872,US,"Veteran producer Oak Knoll remains one of Oregon's most underrated value wineries. This full-bodied, super-fruity Riesling offers bright, off-dry, well-balanced flavors of citrus, honey and tea.",Semi-Sweet,87,10.0,Oregon,Willamette Valley,Willamette Valley,Paul Gregutt,@paulgwine ,Oak Knoll 2013 Semi-Sweet Riesling (Willamette Valley),Riesling,Oak Knoll,2013
4887,4887,US,"Firm, well-modulated and medium-bodied, this estate-grown wine brings a mix of apple flesh and skin, along with a strong scent of biscuit. and hint of vanilla. Overall it's staunchly varietal, though not especially complex.",Estate,87,30.0,Oregon,Willamette Valley,Willamette Valley,Paul Gregutt,@paulgwine ,Willamette Valley Vineyards 2012 Estate Chardonnay (Willamette Valley),Chardonnay,Willamette Valley Vineyards,2012
4888,4888,US,"Fresh red cherries, strawberries and cranberry greet the nose on this widely available wine that also shows mocha and charred chaparral. The palate is lively and also boasts some decent tannins, offering flavors of plum and pomegranate juice, crushed marjoram and licorice.",Coastal Collection,87,17.0,California,Central Coast,Central Coast,Matt Kettmann,@mattkettmann,William Hill Estate 2013 Coastal Collection Merlot (Central Coast),Merlot,William Hill Estate,2013
4889,4889,US,"Milk chocolate and dark plum combine to nice effect in this majority-Merlot, blended with almost 25% Cabernet Sauvignon. Dry, savory and spicy in cinnamon and clove, the wine is substantially dense and thick on the palate.",Mat Kearney,87,22.0,California,Napa Valley,Napa,Virginie Boone,@vboone,Verse & Chorus 2012 Mat Kearney Red (Napa Valley),Red Blend,Verse & Chorus,2012
4894,4894,US,"This has a dark red-black color, with densely packed aromas that seem so tight they are not giving up much. Flavors of concentrated dark plum and white pepper are interlaced with very firm tannins. It's full bodied, young and wound up tight. Drink it now for the wow factor, or be adventurous and save it until 2020 to see how much more flavor complexity develops.",Estate Grown Reserve,87,35.0,California,Sierra Foothills,Sierra Foothills,Jim Gordon,@gordone_cellars,Naggiar 2010 Estate Grown Reserve Syrah (Sierra Foothills),Syrah,Naggiar,2010
4898,4898,US,"Smoky red and black berry wrap themselves around a full-bodied expression of fruit and introverted oak, managing to provide texture and body through a foundation of well-managed acidity. With a grippiness on the finish, the wine offers velvety power and finesse.",Timber Crest Vineyard,91,36.0,California,Dry Creek Valley,Sonoma,Virginie Boone,@vboone,Kokomo 2013 Timber Crest Vineyard Zinfandel (Dry Creek Valley),Zinfandel,Kokomo,2013
4900,4900,US,"Sweet oak perfume comes from 25% new French barrels. The oak influence is well integrated with ripe fruit, firm tannins, good concentration and medium-full body. They add up to an enticing, complex and delicious wine that is very lively, a bit lean, and will age through at least 2019.",Strummer,91,21.0,California,Sierra Foothills,Sierra Foothills,Jim Gordon,@gordone_cellars,Lynch Wines 2012 Strummer Syrah (Sierra Foothills),Syrah,Lynch Wines,2012
4901,4901,US,"The winery's coolest, lightest Syrah, this is an elegant, ethereal wine, sanguine and gamy with an abundance of white pepper and blueberry. Complex, it takes on a thick middle before finishing lean and soft.",Atoosa's Vineyard,91,40.0,California,Russian River Valley,Sonoma,Virginie Boone,@vboone,MacLaren 2012 Atoosa's Vineyard Syrah (Russian River Valley),Syrah,MacLaren,2012
4913,4913,US,"A deep, dark color, ripe blackberry aromas and berry and spice flavors add up to a full-bodied, impressive wine from one of the oldest wineries in the Sierra Foothills. Smoky, oaky accents help shape the opulent fruit flavors, and enough firm tannins and lively acidity provide good balance.",Estate,91,19.0,California,El Dorado,Sierra Foothills,Jim Gordon,@gordone_cellars,Boeger 2013 Estate Zinfandel (El Dorado),Zinfandel,Boeger,2013
4918,4918,US,"This is a reserve-level blend of Cabernet Franc and Merlot, given extra bottle-age prior to release. If you favor more than a hint of stem and herb in your Bordeaux-style blends, you'll find this quite interesting. Complex layers of iron, smoke, coffee grounds and cassis are in play, with a slight bitterness to the tannins. Pair it up with lamb chops right off the grill.",Vinum Pro Virtus Arsenal,91,40.0,Oregon,Applegate Valley,Southern Oregon,Paul Gregutt,@paulgwine ,Quady North 2010 Vinum Pro Virtus Arsenal Cabernet Franc-Merlot (Applegate Valley),Cabernet Franc-Merlot,Quady North,2010
4919,4919,US,"This winery's Walla Walla Valley debut displays aromas of ash, green olive, grilled asparagus, dried flowers, smoked meat and blue fruit. The smoke and savory flavors are soft and reserved in style, showing a pleasing persistence on the finish.",Stoney Vine Vineyard,91,58.0,Oregon,Walla Walla Valley (OR),Oregon Other,Sean P. Sullivan,@wawinereport,Rudius 2013 Stoney Vine Vineyard Syrah (Walla Walla Valley (OR)),Syrah,Rudius,2013
4920,4920,US,"The dark garnet color seems right for a wine that smells like black cherries and black-skinned plums, and tastes deep and rich. Both the flavors and the texture seem shaped by subtly spicy oak. Fine-grained tannins add a velvety touch and the finish lingers.",Durell Vineyard Hayfield Block,91,48.0,California,Sonoma Coast,Sonoma,Jim Gordon,@gordone_cellars,Saxon Brown 2012 Durell Vineyard Hayfield Block Pinot Noir (Sonoma Coast),Pinot Noir,Saxon Brown,2012
4933,4933,US,"The grape's fruit flavors of blackberry and black cherry are nicely focused and rounded, but the vanilla and tobacco components, perhaps from aggressive oak treatment, bring in a bit of bitterness to the tannins. It's a fight to the finish—fruit or tannin—and too soon to pick a winner.",The Estates,86,25.0,Washington,Wahluke Slope,Columbia Valley,Paul Gregutt,@paulgwine ,Milbrandt 2008 The Estates Malbec (Wahluke Slope),Malbec,Milbrandt,2008
4934,4934,US,"A fine, soft-tannined Cab made from Lodi Rules grapes missing some body in the midpalate, but otherwise fair for the $12 price.",Split Oak Estates,86,12.0,California,California,California Other,Virginie Boone,@vboone,Morro Bay 2008 Split Oak Estates Cabernet Sauvignon (California),Cabernet Sauvignon,Morro Bay,2008
4935,4935,US,"This late-harvest Viognier looks like a still wine as it comes out of the bottle, exploding with honey and wildflowers on the nose. Its fruitiness is restrained somewhat and would stand out paired with a crème brûlée—though on its own, the alcohol is overpowering.",Estate grown,86,28.0,California,Sierra Foothills,Sierra Foothills,Virginie Boone,@vboone,Naggiar 2009 Estate grown Viognier (Sierra Foothills),Viognier,Naggiar,2009
4944,4944,US,"Name checking an old stretch of Lodi highway, this Cab has more red cherry fruit than black as well as a noticeable trace of cedar, lacking in structure and acidity perhaps but decent enough—and very fairly priced—to pop open with a midweek steak. The grapes used are Lodi Rules certified green sustainable.",Cherokee Lane,86,11.0,California,Lodi,Central Valley,Virginie Boone,@vboone,Tortoise Creek 2008 Cherokee Lane Cabernet Sauvignon (Lodi),Cabernet Sauvignon,Tortoise Creek,2008
4978,4978,US,"This unusual dry Gewürztraminer puts the flavor focus squarely on grapefruit and pineapple, with a bone-dry acid underpinning. It has moderate concentration and length, with alcohol rated at just 12.5%.",Dry,88,13.0,Washington,Yakima Valley,Columbia Valley,Paul Gregutt,@paulgwine ,Bonair 2007 Dry Gewürztraminer (Yakima Valley),Gewürztraminer,Bonair,2007
5001,5001,US,"Co-fermented with Viognier from the same vineyard, this is a lovely counterpoint to the big, bruising Barrister Bacchus Vineyard Syrah. Violets and chocolate dominate, with wild herb and cured meat flavors through the midpalate. Tannins are chewy and textured, with some stem and bark flavors.",Morrison Lane,88,23.0,Washington,Walla Walla Valley (WA),Columbia Valley,Paul Gregutt,@paulgwine ,Barrister 2006 Morrison Lane Syrah (Walla Walla Valley (WA)),Syrah,Barrister,2006
5006,5006,US,"Chatter Creek's value-priced Bordeaux blend is often his most appealing red wine upon release. This is scented with hard cherry candy, and the flavors follow right on course. It needs some breathing time to open out, and as it does, the finish lingers with pleasing streaks of coffee and toast.",Blend 105 Red Wine,88,22.0,Washington,Columbia Valley (WA),Columbia Valley,Paul Gregutt,@paulgwine ,Chatter Creek 2006 Blend 105 Red Wine Red (Columbia Valley (WA)),Red Blend,Chatter Creek,2006
5008,5008,US,"This is co-fermented Old Stones Vineyard and Cailloux Vineyard Cabernet Sauvignon (60%) and Syrah (40%), showing the funk of the terroir and less of the varietal character of the fruit. It's flavorful and textural, with earth, anise and smoke notes, plus a mineral-driven wet-stone base and exceptional length.",The Creator,95,55.0,Washington,Walla Walla Valley (WA),Columbia Valley,Paul Gregutt,@paulgwine ,K Vintners 2009 The Creator Cabernet Sauvignon-Syrah (Walla Walla Valley (WA)),Cabernet Sauvignon-Syrah,K Vintners,2009
5011,5011,US,"Truly stunning, the Lewis Estate Riesling from Dunham explodes with fragrant fruits—citrus, melon and tropical. A symphony of subtle accents, such as powdered sugar, candied citrus peel and breakfast tea, this gorgeous bottle belongs with the short list of the very best of Washington's many Rieslings.",Lewis Estate Vineyard,95,20.0,Washington,Columbia Valley (WA),Columbia Valley,Paul Gregutt,@paulgwine ,Dunham 2010 Lewis Estate Vineyard Riesling (Columbia Valley (WA)),Riesling,Dunham,2010
5012,5012,US,"This is made from fruit sourced from the oldest block of Syrah in Washington, which was planted in 1986. The nose expresses complex varietal character, with a mix of blue and purple berry, a dusting of earth and accents of cinnamon and incense. Subtle and expressive, this is the best vintage to date for the Patriarche.",La Côte Patriarche,94,55.0,Washington,Yakima Valley,Columbia Valley,Paul Gregutt,@paulgwine ,Betz Family 2010 La Côte Patriarche Syrah (Yakima Valley),Syrah,Betz Family,2010
5017,5017,US,"This will be the last Ovide from En Cerise grapes. It's an explosion of cherry and milk chocolate flavors, remaining firm with expressive highlights of olive, earth and herb. It is two-thirds Cabernet and one-third Syrah, a perfect melding of the two grapes. Arguably, one gets better aromatics than Charles Smith, and the wine flavors deliver on their initial promise.",En Cerise Ovide,94,65.0,Washington,Walla Walla Valley (WA),Columbia Valley,Paul Gregutt,@paulgwine ,K Vintners 2009 En Cerise Ovide Cabernet Sauvignon-Syrah (Walla Walla Valley (WA)),Cabernet Sauvignon-Syrah,K Vintners,2009
5018,5018,US,"Co-fermented with 3% Viognier, this has a nice peppery lift. The fruit flavors seem less forward, with the herbal components much more front and center. It's made from a clone specific to the Cougar Hill Vineyard, showing cool climate flavors with subtle grace. Given a full 24 hours of breathing time, it opens further into a dazzling, rich mix of cherry and cassis that's soaked in an herbal broth.",The Beautiful,94,60.0,Washington,Walla Walla Valley (WA),Columbia Valley,Paul Gregutt,@paulgwine ,K Vintners 2009 The Beautiful Syrah (Walla Walla Valley (WA)),Syrah,K Vintners,2009
5026,5026,US,"This is pure Cabernet—tight, tannic and terroir-driven. It has a dense mix of fruit, rock, earth and herb flavors that are nicely integrated, with a full palate and fine complexity and density. A little more barrel toast would put the icing on the cake.",Stoneridge Vineyard,94,45.0,Washington,Washington,Washington Other,Paul Gregutt,@paulgwine ,K Vintners 2009 Stoneridge Vineyard Cabernet Sauvignon (Washington),Cabernet Sauvignon,K Vintners,2009
5030,5030,US,"From the acclaimed Champoux vineyard, this puts the purple fruit in a wrap of pretty baking spices. Barrel aging adds cocoa and coffee, while the acidity is sufficient to keep the wine from feeling too tannic. Another couple of years of bottle age—or brisk decanting—should put it at its peak.",Champoux Vineyard,91,36.0,Washington,Columbia Valley (WA),Columbia Valley,Paul Gregutt,@paulgwine ,Sineann 2012 Champoux Vineyard Petit Verdot (Columbia Valley (WA)),Petit Verdot,Sineann,2012
5038,5038,US,"Distinctive and generous, this white Rhône-style wine is made from Sierra Foothills grapes by a seasoned Napa winemaker. It tastes like vanilla, hazelnuts and pears, has a creamy texture, feels layered with fruit and spice notes, and has good acidity balanced by richness of flavor.",L'Ingenue Naggiar Vineyard,91,32.0,California,Sierra Foothills,Sierra Foothills,Jim Gordon,@gordone_cellars,Elyse 2012 L'Ingenue Naggiar Vineyard White (Sierra Foothills),White Blend,Elyse,2012
5040,5040,US,"A classic Napa Valley Chardonnay, this is smooth, rich, balanced and well composed. Flowery aromas of honeysuckle open the way for lemon curd and ripe apple to compete with a depth of crème brûlée character that provides plenty of complexity, with additional accents of honey and spice.",Cuvée Sauvage,91,40.0,California,Carneros,Napa-Sonoma,Virginie Boone,@vboone,Franciscan 2012 Cuvée Sauvage Chardonnay (Carneros),Chardonnay,Franciscan,2012
5041,5041,US,"Attractively priced, this Cab—with 5% Petit Verdot—offers meaty bacon and smoky oak character around sizable tannins, black currant, black licorice and a finishing dust of mocha.",Obsidian Block Reserve,91,36.0,California,St. Helena,Napa,Virginie Boone,@vboone,Gibbs 2010 Obsidian Block Reserve Cabernet Sauvignon (St. Helena),Cabernet Sauvignon,Gibbs,2010
5044,5044,US,"Winemaker Anna Monticelli spent a harvest at Cheval Blanc in Bordeaux and worked under Philippe Melka at Seavey and Bryant Family. She leaves her own mark on this structured, silky, robust and rich Cabernet, bright in red cranberry and clove. Firehouse Vineyard is on the winery estate and given to floral and herbal notes, both of which suggest themselves slowly here.",Firehouse Vineyard,91,85.0,California,Rutherford,Napa,Virginie Boone,@vboone,Piña 2011 Firehouse Vineyard Cabernet Sauvignon (Rutherford),Cabernet Sauvignon,Piña,2011
